acao_legislativa,autor,casa,data,descricao_ementa,identificacao,id_principal,local,id_documento
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o art. 11 da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 27 de dezembro de 2018.", EMENDA 59 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1264
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"O artigo 2º da MP 844 de 6 de julho de 2018, passa a vigorar com o seguinte artigo 4º:", EMENDA 60 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1265
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"A artigo 5º da MP 868, de 2018, passa a vigorar com os seguintes artigos 5º e 29: O artigo 5º da Lei no 9.433, de 8 de janeiro de 1997 passa a vigorar acrescido do seguinte inciso:", EMENDA 61 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1266
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"A artigo 5º da MP 844 de 6 de julho de 2018, passa a vigorar com o seguintes artigo 40 : Os §§ 3º e 4º do artigo 40 da Lei 11.445 de 5 de janeiro de 2007 passa a vigorar com a seguinte redação:", EMENDA 62 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1267
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 10-C incluso na Lei nº 11.445, de 5 de janeiro de 2007, pelo Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 63 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1268
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o § 4º do Artigo 8º-D da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 64 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1269
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o artigo 7º da MP 868, de 27 de dezembro de 2018.", EMENDA 65 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1270
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o § 1º Artigo 23 da Lei 11.445, de 5 de janeiro de 2007, constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 66 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1271
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o § 4º do Artigo 8º-D da Lei 11.445, de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 67 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1272
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 8º-C da Lei 11.445, de 5 de janeiro de 2007, constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 68 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1273
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Art. 5º, parágrafo 5º do artigo 11 da Lei 11.445/2007, com a redação dada pelo artigo 5º da MPV-868, de 27 de dezembro de 2018.", EMENDA 69 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1274
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se a alínea ""c"" do inciso I do Artigo 2º da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018", EMENDA 70 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1275
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se do artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 71 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1276
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o artigo 4º da MP 868, de 27 de dezembro de 2018.", EMENDA 72 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1277
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o artigo 3º da MP 868, de 27 de dezembro de 2018.", EMENDA 73 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1278
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 13 da Lei 9.984 de 17 de julho de 2000 constante do artigo 2º da MP 868, de 37 de dezembro de 2018.", EMENDA 74 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1279
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprimam-se os incisos XXIII e XXIV e os §§ 9º e 10 do artigo 4º da Lei 9.984 de 17 de julho de 2000 constantes do artigo 2º da MP 868, de 27 de dezembro de 2018.", EMENDA 75 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1280
NA,Deputado Federal Nilto Tatto (PT/SP),senado,08/02/2019,"Suprima-se o Artigo 10-D da Lei 11.445 de 5 de janeiro de 2007 constante do Artigo 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 76 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1281
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 13 da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 2018.", EMENDA 77 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1282
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 11-B da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 2018.", EMENDA 78 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1283
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 11º da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 2018.", EMENDA 79 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1284
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 10-C da Lei nº 11.445, de 2007, dada pelo art. 5º da MP 868, de 2018, e por decorrência necessária, o art. 9º, inciso I, da Medida Provisória nº 868, de 2018.", EMENDA 80 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1285
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 8º da Medida Provisória nº 844, de 2018.", EMENDA 81 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1286
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 7º da Medida Provisória nº 868, de 2018.", EMENDA 82 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1287
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 2º da Medida Provisória nº 868, de 2018.", EMENDA 83 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1288
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 53-D da Lei 11.445, de 5 de janeiro de 2007, e por decorrência necessária, os arts. 53-E e 53-F, todos constantes do art. 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 84 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1289
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 45 da Lei 11.445, de 5 de janeiro de 2007, constante do art. 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 85 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1290
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o §1º-A do art.35 da Lei 11.445, de 5 de janeiro de 2007, constante do Artigo 5º da MP 868 de 2018.", EMENDA 86 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1291
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 29 da Lei 11.445, de 5 de janeiro de 2007, constante do art. 5º da MP 868, de 2018.", EMENDA 87 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1292
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 25-B da Lei 11.445, de 5 de janeiro de 2007, constante do Artigo 5º da Medida Provisória nº 868, de 2018.", EMENDA 88 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1293
NA,Deputado Federal Glauber Braga (PSOL/RJ),senado,08/02/2019,"Suprima-se os §§ 1º e 4º, do art. 23 da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 2018.", EMENDA 89 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1294
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", EMENDA 90 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1295
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Suprima-se os §§ 1º e 4º, do art. 23 da Lei nº 11.445, de 2007, na redação dada pelo art. 5º da Medida Provisória nº 868, de 2018.", EMENDA 91 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1296
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 25-B da Lei 11.445, de 5 de janeiro de 2007, constante do Artigo 5º da Medida Provisória nº 868, de 2018.", EMENDA 92 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1297
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 45 da Lei 11.445, de 5 de janeiro de 2007, constante do art. 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 93 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1298
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", EMENDA 94 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1299
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 53-D da Lei 11.445, de 5 de janeiro de 2007, e por decorrência necessária, os arts. 53-E e 53-F, todos constantes do art. 5º da MP 868, de 27 de dezembro de 2018.", EMENDA 95 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1300
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", EMENDA 96 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1301
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", EMENDA 97 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1302
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Suprima-se o §1º-A do art.35 da Lei 11.445, de 5 de janeiro de 2007, constante do Artigo 5º da MP 868 de 2018.", EMENDA 98 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1303
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", EMENDA 99 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1304
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", EMENDA 100 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1305
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Suprima-se o art. 29 da Lei 11.445, de 5 de janeiro de 2007, constante do art. 5º da MP 868, de 2018.", EMENDA 101 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1306
NA,Deputada Federal Talíria Petrone (PSOL/RJ),senado,08/02/2019,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas competência para editar normas de referência nacionais sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.", EMENDA 102 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1307
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,08/02/2019,"Suprima-se o art. 8-C da Medida Provisória nº 868, de 27 de dezembro de 2018", EMENDA 103 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1308
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,08/02/2019,Suprima-se a redação dada ao Art. 10- C de 27 de dezembro de 2018., EMENDA 104 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1309
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,08/02/2019,"Suprima-se no Art 11 o inciso II, da Medida Provisória 868 de 27 de Dezembro de 2018.", EMENDA 105 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1310
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,08/02/2019,"Suprima-se o art. 11-B da Medida Provisória nº 868, de 27 de dezembro de 2018", EMENDA 106 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1311
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,08/02/2019,Suprima-se o artigo 8-D de 27 de dezembro de 2018., EMENDA 107 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1312
NA,Senador Tasso Jereissati (PSDB/CE),senado,08/02/2019,NA, EMENDA 108 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1313
NA,Senador Tasso Jereissati (PSDB/CE),senado,08/02/2019,NA, EMENDA 109 - MPV 868/2018 ,135061,"Comissão Mista da Medida Provisória nº 868, de 2018.",1314
